Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 1576/3673, time remaining: 1m 11s
Rendered 1577/3673, time remaining: 1m 9s
Rendered 1578/3673, time remaining: 1m 8s
Rendered 1579/3673, time remaining: 1m 8s
Rendered 1580/3673, time remaining: 1m 10s
Rendered 1581/3673, time remaining: 1m 11s
Rendered 1582/3673, time remaining: 1m 11s
Rendered 1583/3673, time remaining: 1m 10s
Rendered 1584/3673, time remaining: 1m 8s
Rendered 1585/3673, time remaining: 1m 8s
Rendered 1586/3673, time remaining: 1m 8s
Rendered 1587/3673, time remaining: 1m 9s
Rendered 1588/3673, time remaining: 1m 8s
Rendered 1589/3673, time remaining: 1m 9s
Rendered 1590/3673, time remaining: 1m 9s
Rendered 1591/3673, time remaining: 1m 9s
Rendered 1592/3673, time remaining: 1m 9s
Rendered 1593/3673, time remaining: 1m 8s
Rendered 1594/3673, time remaining: 1m 8s
Rendered 1595/3673, time remaining: 1m 7s
Rendered 1596/3673, time remaining: 1m 7s
Rendered 1597/3673, time remaining: 1m 9s
Rendered 1598/3673, time remaining: 1m 9s
Rendered 1599/3673, time remaining: 1m 10s
Rendered 1600/3673, time remaining: 1m 9s
Rendered 1601/3673, time remaining: 1m 8s
Rendered 1602/3673, time remaining: 1m 9s
Rendered 1603/3673, time remaining: 1m 8s
Rendered 1604/3673, time remaining: 1m 7s
Rendered 1605/3673, time remaining: 1m 7s
Rendered 1606/3673, time remaining: 1m 9s
Rendered 1607/3673, time remaining: 1m 9s
Rendered 1608/3673, time remaining: 1m 9s
Rendered 1609/3673, time remaining: 1m 8s
Rendered 1610/3673, time remaining: 1m 8s
Rendered 1611/3673, time remaining: 1m 7s
Rendered 1612/3673, time remaining: 1m 6s
Rendered 1613/3673, time remaining: 1m 7s
Rendered 1614/3673, time remaining: 1m 9s
Rendered 1615/3673, time remaining: 1m 8s
Rendered 1616/3673, time remaining: 1m 8s
Rendered 1617/3673, time remaining: 1m 7s
Rendered 1618/3673, time remaining: 1m 8s
Rendered 1619/3673, time remaining: 1m 8s
Rendered 1620/3673, time remaining: 1m 8s
Rendered 1621/3673, time remaining: 1m 6s
Rendered 1622/3673, time remaining: 1m 7s
Rendered 1623/3673, time remaining: 1m 7s
Rendered 1624/3673, time remaining: 1m 7s
Rendered 1625/3673, time remaining: 1m 7s
Rendered 1626/3673, time remaining: 1m 7s
Rendered 1627/3673, time remaining: 1m 7s
Rendered 1628/3673, time remaining: 1m 6s
Rendered 1629/3673, time remaining: 1m 7s
Rendered 1630/3673, time remaining: 1m 8s
Rendered 1631/3673, time remaining: 1m 7s
Rendered 1632/3673, time remaining: 1m 7s
Rendered 1633/3673, time remaining: 1m 6s
Rendered 1634/3673, time remaining: 1m 7s
Rendered 1635/3673, time remaining: 1m 6s
Rendered 1636/3673, time remaining: 1m 7s
Rendered 1637/3673, time remaining: 1m 8s
Rendered 1638/3673, time remaining: 1m 8s
Rendered 1639/3673, time remaining: 1m 6s
Rendered 1640/3673, time remaining: 1m 5s
Rendered 1641/3673, time remaining: 1m 6s
Rendered 1642/3673, time remaining: 1m 7s
Rendered 1643/3673, time remaining: 1m 7s
Rendered 1644/3673, time remaining: 1m 7s
Rendered 1645/3673, time remaining: 1m 8s
Rendered 1646/3673, time remaining: 1m 6s
Rendered 1647/3673, time remaining: 1m 7s
Rendered 1648/3673, time remaining: 1m 6s
Rendered 1649/3673, time remaining: 1m 6s
Rendered 1650/3673, time remaining: 1m 7s
Rendered 1651/3673, time remaining: 1m 7s
Rendered 1652/3673, time remaining: 1m 7s
Rendered 1653/3673, time remaining: 1m 8s
Rendered 1654/3673, time remaining: 1m 6s
Rendered 1655/3673, time remaining: 1m 6s
Rendered 1656/3673, time remaining: 1m 6s
Rendered 1657/3673, time remaining: 1m 7s
Rendered 1658/3673, time remaining: 1m 7s
Rendered 1659/3673, time remaining: 1m 6s
Rendered 1660/3673, time remaining: 1m 6s
Rendered 1661/3673, time remaining: 1m 7s
Rendered 1662/3673, time remaining: 1m 7s
Rendered 1663/3673, time remaining: 1m 6s
Rendered 1664/3673, time remaining: 1m 7s
Rendered 1665/3673, time remaining: 1m 5s
Rendered 1666/3673, time remaining: 1m 5s
Rendered 1667/3673, time remaining: 1m 7s
Rendered 1668/3673, time remaining: 1m 7s
Rendered 1669/3673, time remaining: 1m 6s
Rendered 1670/3673, time remaining: 1m 6s
Rendered 1671/3673, time remaining: 1m 7s
Rendered 1672/3673, time remaining: 1m 6s
Rendered 1673/3673, time remaining: 1m 5s
Rendered 1674/3673, time remaining: 1m 5s
Rendered 1675/3673, time remaining: 1m 6s
Rendered 1676/3673, time remaining: 1m 6s
Rendered 1677/3673, time remaining: 1m 6s
Rendered 1678/3673, time remaining: 1m 6s
Rendered 1679/3673, time remaining: 1m 6s
Rendered 1680/3673, time remaining: 1m 6s
Rendered 1681/3673, time remaining: 1m 5s
Rendered 1682/3673, time remaining: 1m 6s
Rendered 1683/3673, time remaining: 1m 7s
Rendered 1684/3673, time remaining: 1m 5s
Rendered 1685/3673, time remaining: 1m 5s
Rendered 1686/3673, time remaining: 1m 5s
Rendered 1687/3673, time remaining: 1m 6s
Rendered 1688/3673, time remaining: 1m 6s
Rendered 1689/3673, time remaining: 1m 6s
Rendered 1690/3673, time remaining: 1m 7s
Rendered 1691/3673, time remaining: 1m 7s
Rendered 1692/3673, time remaining: 1m 7s
Rendered 1693/3673, time remaining: 1m 7s
Rendered 1694/3673, time remaining: 1m 7s
Rendered 1695/3673, time remaining: 1m 7s
Rendered 1696/3673, time remaining: 1m 7s
Rendered 1697/3673, time remaining: 1m 8s
Rendered 1698/3673, time remaining: 1m 9s
Rendered 1699/3673, time remaining: 1m 9s
Rendered 1700/3673, time remaining: 1m 9s
Rendered 1701/3673, time remaining: 1m 9s
Rendered 1702/3673, time remaining: 1m 9s
Rendered 1703/3673, time remaining: 1m 9s
Rendered 1704/3673, time remaining: 1m 9s
Rendered 1705/3673, time remaining: 1m 11s
Rendered 1706/3673, time remaining: 1m 11s
Rendered 1707/3673, time remaining: 1m 11s
Rendered 1708/3673, time remaining: 1m 11s
Rendered 1709/3673, time remaining: 1m 11s
Rendered 1710/3673, time remaining: 1m 10s
Rendered 1711/3673, time remaining: 1m 8s
Rendered 1712/3673, time remaining: 1m 9s
Rendered 1713/3673, time remaining: 1m 11s
Rendered 1714/3673, time remaining: 1m 11s
Rendered 1715/3673, time remaining: 1m 10s
Rendered 1716/3673, time remaining: 1m 10s
Rendered 1717/3673, time remaining: 1m 10s
Rendered 1718/3673, time remaining: 1m 10s
Rendered 1719/3673, time remaining: 1m 10s
Rendered 1720/3673, time remaining: 1m 10s
Rendered 1721/3673, time remaining: 1m 10s
Rendered 1722/3673, time remaining: 1m 12s
Rendered 1723/3673, time remaining: 1m 9s
Rendered 1724/3673, time remaining: 1m 9s
Rendered 1725/3673, time remaining: 1m 9s
Rendered 1726/3673, time remaining: 1m 9s
Rendered 1727/3673, time remaining: 1m 10s
Rendered 1728/3673, time remaining: 1m 10s
Rendered 1729/3673, time remaining: 1m 10s
Rendered 1730/3673, time remaining: 1m 9s
Rendered 1731/3673, time remaining: 1m 8s
Rendered 1732/3673, time remaining: 1m 9s
Rendered 1733/3673, time remaining: 1m 10s
Rendered 1734/3673, time remaining: 1m 10s
Rendered 1735/3673, time remaining: 1m 9s
Rendered 1736/3673, time remaining: 1m 9s
Rendered 1737/3673, time remaining: 1m 8s
Rendered 1738/3673, time remaining: 1m 9s
Rendered 1739/3673, time remaining: 1m 8s
Rendered 1740/3673, time remaining: 1m 9s
Rendered 1741/3673, time remaining: 1m 9s
Rendered 1742/3673, time remaining: 1m 9s
Rendered 1743/3673, time remaining: 1m 9s
Rendered 1744/3673, time remaining: 1m 10s
Rendered 1745/3673, time remaining: 1m 10s
Rendered 1746/3673, time remaining: 1m 10s
Rendered 1747/3673, time remaining: 1m 8s
Rendered 1748/3673, time remaining: 1m 8s
Rendered 1749/3673, time remaining: 1m 8s
Rendered 1750/3673, time remaining: 1m 7s
Rendered 1751/3673, time remaining: 1m 7s
Rendered 1752/3673, time remaining: 1m 8s
Rendered 1753/3673, time remaining: 1m 8s
Rendered 1754/3673, time remaining: 1m 9s
Rendered 1755/3673, time remaining: 1m 9s
Rendered 1756/3673, time remaining: 1m 7s
Rendered 1757/3673, time remaining: 1m 7s
Rendered 1758/3673, time remaining: 1m 7s
Rendered 1759/3673, time remaining: 1m 8s
Rendered 1760/3673, time remaining: 1m 8s
Rendered 1761/3673, time remaining: 1m 8s
Rendered 1762/3673, time remaining: 1m 9s
Rendered 1763/3673, time remaining: 1m 9s
Rendered 1764/3673, time remaining: 1m 7s
Rendered 1765/3673, time remaining: 1m 7s
Rendered 1766/3673, time remaining: 1m 7s
Rendered 1767/3673, time remaining: 1m 7s
Rendered 1768/3673, time remaining: 1m 8s
Rendered 1769/3673, time remaining: 1m 8s
Rendered 1770/3673, time remaining: 1m 9s
Rendered 1771/3673, time remaining: 1m 9s
Rendered 1772/3673, time remaining: 1m 7s
Rendered 1773/3673, time remaining: 1m 7s
Rendered 1774/3673, time remaining: 1m 7s
Rendered 1775/3673, time remaining: 1m 7s
Rendered 1776/3673, time remaining: 1m 7s
Rendered 1777/3673, time remaining: 1m 8s
Rendered 1778/3673, time remaining: 1m 8s
Rendered 1779/3673, time remaining: 1m 6s
Rendered 1780/3673, time remaining: 1m 7s
Rendered 1781/3673, time remaining: 1m 7s
Rendered 1782/3673, time remaining: 1m 7s
Rendered 1783/3673, time remaining: 1m 7s
Rendered 1784/3673, time remaining: 1m 6s
Rendered 1785/3673, time remaining: 1m 7s
Rendered 1786/3673, time remaining: 1m 6s
Rendered 1787/3673, time remaining: 1m 5s
Rendered 1788/3673, time remaining: 1m 8s
Rendered 1789/3673, time remaining: 1m 8s
Rendered 1790/3673, time remaining: 1m 7s
Rendered 1791/3673, time remaining: 1m 6s
Rendered 1792/3673, time remaining: 1m 6s
Rendered 1793/3673, time remaining: 1m 6s
Rendered 1794/3673, time remaining: 1m 6s
Rendered 1795/3673, time remaining: 1m 5s
Rendered 1796/3673, time remaining: 1m 7s
Rendered 1797/3673, time remaining: 1m 6s
Rendered 1798/3673, time remaining: 1m 6s
Rendered 1799/3673, time remaining: 1m 7s
Rendered 1800/3673, time remaining: 1m 5s
Rendered 1801/3673, time remaining: 1m 5s
Rendered 1802/3673, time remaining: 1m 5s
Rendered 1803/3673, time remaining: 1m 5s
Rendered 1804/3673, time remaining: 1m 6s
Rendered 1805/3673, time remaining: 1m 6s
Rendered 1806/3673, time remaining: 1m 7s
Rendered 1807/3673, time remaining: 1m 6s
Rendered 1808/3673, time remaining: 1m 5s
Rendered 1809/3673, time remaining: 1m 5s
Rendered 1810/3673, time remaining: 1m 5s
Rendered 1811/3673, time remaining: 1m 6s
Rendered 1812/3673, time remaining: 1m 6s
Rendered 1813/3673, time remaining: 1m 7s
Rendered 1814/3673, time remaining: 1m 6s
Rendered 1815/3673, time remaining: 1m 6s
Rendered 1816/3673, time remaining: 1m 6s
Rendered 1817/3673, time remaining: 1m 5s
Rendered 1818/3673, time remaining: 1m 5s
Rendered 1819/3673, time remaining: 1m 5s
Rendered 1820/3673, time remaining: 1m 7s
Rendered 1821/3673, time remaining: 1m 7s
Rendered 1822/3673, time remaining: 1m 6s
Rendered 1823/3673, time remaining: 1m 6s
Rendered 1824/3673, time remaining: 1m 7s
Rendered 1825/3673, time remaining: 1m 5s
Rendered 1826/3673, time remaining: 1m 5s
Rendered 1827/3673, time remaining: 1m 5s
Rendered 1828/3673, time remaining: 1m 7s
Rendered 1829/3673, time remaining: 1m 7s
Rendered 1830/3673, time remaining: 1m 7s
Rendered 1831/3673, time remaining: 1m 7s
Rendered 1832/3673, time remaining: 1m 5s
Rendered 1833/3673, time remaining: 1m 4s
Rendered 1834/3673, time remaining: 1m 6s
Rendered 1835/3673, time remaining: 1m 6s
Rendered 1836/3673, time remaining: 1m 7s
Rendered 1837/3673, time remaining: 1m 6s
Rendered 1838/3673, time remaining: 1m 6s
Rendered 1839/3673, time remaining: 1m 6s
Rendered 1840/3673, time remaining: 1m 5s
Rendered 1841/3673, time remaining: 1m 5s
Rendered 1842/3673, time remaining: 1m 5s
Rendered 1843/3673, time remaining: 1m 5s
Rendered 1844/3673, time remaining: 1m 6s
Rendered 1845/3673, time remaining: 1m 6s
Rendered 1846/3673, time remaining: 1m 6s
Rendered 1847/3673, time remaining: 1m 5s
Rendered 1848/3673, time remaining: 1m 4s
Rendered 1849/3673, time remaining: 1m 4s
Rendered 1850/3673, time remaining: 1m 4s
Rendered 1851/3673, time remaining: 1m 5s
Rendered 1852/3673, time remaining: 1m 7s
Rendered 1853/3673, time remaining: 1m 6s
Rendered 1854/3673, time remaining: 1m 6s
Rendered 1855/3673, time remaining: 1m 5s
Rendered 1856/3673, time remaining: 1m 5s
Rendered 1857/3673, time remaining: 1m 4s
Rendered 1858/3673, time remaining: 1m 4s
Rendered 1859/3673, time remaining: 1m 6s
Rendered 1860/3673, time remaining: 1m 7s
Rendered 1861/3673, time remaining: 1m 6s
Rendered 1862/3673, time remaining: 1m 6s
Rendered 1863/3673, time remaining: 1m 5s
Rendered 1864/3673, time remaining: 1m 5s
Rendered 1865/3673, time remaining: 1m 4s
Rendered 1866/3673, time remaining: 1m 5s
Rendered 1867/3673, time remaining: 1m 5s
Rendered 1868/3673, time remaining: 1m 6s
Rendered 1869/3673, time remaining: 1m 6s
Rendered 1870/3673, time remaining: 1m 6s
Rendered 1871/3673, time remaining: 1m 6s
Rendered 1872/3673, time remaining: 1m 4s
Rendered 1873/3673, time remaining: 1m 4s
Rendered 1874/3673, time remaining: 1m 4s
Rendered 1875/3673, time remaining: 1m 5s
Rendered 1876/3673, time remaining: 1m 6s
Rendered 1877/3673, time remaining: 1m 5s
Rendered 1878/3673, time remaining: 1m 5s
Rendered 1879/3673, time remaining: 1m 5s
Rendered 1880/3673, time remaining: 1m 5s
Rendered 1881/3673, time remaining: 1m 5s
Rendered 1882/3673, time remaining: 1m 4s
Rendered 1883/3673, time remaining: 1m 4s
Rendered 1884/3673, time remaining: 1m 4s
Rendered 1885/3673, time remaining: 1m 6s
Rendered 1886/3673, time remaining: 1m 6s
Rendered 1887/3673, time remaining: 1m 6s
Rendered 1888/3673, time remaining: 1m 5s
Rendered 1889/3673, time remaining: 1m 5s
Rendered 1890/3673, time remaining: 1m 4s
Rendered 1891/3673, time remaining: 1m 5s
Rendered 1892/3673, time remaining: 1m 5s
Rendered 1893/3673, time remaining: 1m 4s
Rendered 1894/3673, time remaining: 1m 5s
Rendered 1895/3673, time remaining: 1m 5s
Rendered 1896/3673, time remaining: 1m 5s
Rendered 1897/3673, time remaining: 1m 5s
Rendered 1898/3673, time remaining: 1m 5s
Rendered 1899/3673, time remaining: 1m 5s
Rendered 1900/3673, time remaining: 1m 5s
Rendered 1901/3673, time remaining: 1m 6s
Rendered 1902/3673, time remaining: 1m 5s
Rendered 1903/3673, time remaining: 1m 5s
Rendered 1904/3673, time remaining: 1m 5s
Rendered 1905/3673, time remaining: 1m 5s
Rendered 1906/3673, time remaining: 1m 5s
Rendered 1907/3673, time remaining: 1m 5s
Rendered 1908/3673, time remaining: 1m 5s
Rendered 1909/3673, time remaining: 1m 4s
Rendered 1910/3673, time remaining: 1m 4s
Rendered 1911/3673, time remaining: 1m 5s
Rendered 1912/3673, time remaining: 1m 5s
Rendered 1913/3673, time remaining: 1m 5s
Rendered 1914/3673, time remaining: 1m 5s
Rendered 1915/3673, time remaining: 1m 5s
Rendered 1916/3673, time remaining: 1m 5s
Rendered 1917/3673, time remaining: 1m 5s
Rendered 1918/3673, time remaining: 1m 4s
Rendered 1919/3673, time remaining: 1m 4s
Rendered 1920/3673, time remaining: 1m 5s
Rendered 1921/3673, time remaining: 1m 5s
Rendered 1922/3673, time remaining: 1m 5s
Rendered 1923/3673, time remaining: 1m 4s
Rendered 1924/3673, time remaining: 1m 4s
Rendered 1925/3673, time remaining: 1m 5s
Rendered 1926/3673, time remaining: 1m 6s
Rendered 1927/3673, time remaining: 1m 4s
Rendered 1928/3673, time remaining: 1m 5s
Rendered 1929/3673, time remaining: 1m 5s
Rendered 1930/3673, time remaining: 1m 4s
Rendered 1931/3673, time remaining: 1m 4s
Rendered 1932/3673, time remaining: 1m 3s
Rendered 1933/3673, time remaining: 1m 5s
Rendered 1934/3673, time remaining: 1m 5s
Rendered 1935/3673, time remaining: 1m 5s
Rendered 1936/3673, time remaining: 1m 5s
Rendered 1937/3673, time remaining: 1m 5s
Rendered 1938/3673, time remaining: 1m 3s
Rendered 1939/3673, time remaining: 1m 4s
Rendered 1940/3673, time remaining: 1m 4s
Rendered 1941/3673, time remaining: 1m 4s
Rendered 1942/3673, time remaining: 1m 3s
Rendered 1943/3673, time remaining: 1m 4s
Rendered 1944/3673, time remaining: 1m 4s
Rendered 1945/3673, time remaining: 1m 5s
Rendered 1946/3673, time remaining: 1m 3s
Rendered 1947/3673, time remaining: 1m 4s
Rendered 1948/3673, time remaining: 1m 3s
Rendered 1949/3673, time remaining: 1m 3s
Rendered 1950/3673, time remaining: 1m 3s
Rendered 1951/3673, time remaining: 1m 3s
Rendered 1952/3673, time remaining: 1m 4s
Rendered 1953/3673, time remaining: 1m 5s
Rendered 1954/3673, time remaining: 1m 3s
Rendered 1955/3673, time remaining: 1m 3s
Rendered 1956/3673, time remaining: 1m 2s
Rendered 1957/3673, time remaining: 1m 3s
Rendered 1958/3673, time remaining: 1m 3s
Rendered 1959/3673, time remaining: 1m 3s
Rendered 1960/3673, time remaining: 1m 5s
Rendered 1961/3673, time remaining: 1m 4s
Rendered 1962/3673, time remaining: 1m 3s
Rendered 1963/3673, time remaining: 1m 2s
Rendered 1964/3673, time remaining: 1m 2s
Rendered 1965/3673, time remaining: 1m 3s
Rendered 1966/3673, time remaining: 1m 3s
Rendered 1967/3673, time remaining: 1m 2s
Rendered 1968/3673, time remaining: 1m 3s
Rendered 1969/3673, time remaining: 1m 4s
Rendered 1970/3673, time remaining: 1m 3s
Rendered 1971/3673, time remaining: 1m 2s
Rendered 1972/3673, time remaining: 1m 2s
Rendered 1973/3673, time remaining: 1m 2s
Rendered 1974/3673, time remaining: 1m 2s
Rendered 1975/3673, time remaining: 1m 2s
Rendered 1976/3673, time remaining: 1m 2s
Rendered 1977/3673, time remaining: 1m 4s
Rendered 1978/3673, time remaining: 1m 2s
Rendered 1979/3673, time remaining: 1m 2s
Rendered 1980/3673, time remaining: 1m 1s
Rendered 1981/3673, time remaining: 1m 1s
Rendered 1982/3673, time remaining: 1m 2s
Rendered 1983/3673, time remaining: 1m 2s
Rendered 1984/3673, time remaining: 1m 1s
Rendered 1985/3673, time remaining: 1m 2s
Rendered 1986/3673, time remaining: 1m 1s
Rendered 1987/3673, time remaining: 1m 2s
Rendered 1988/3673, time remaining: 1m 1s
Rendered 1989/3673, time remaining: 1m 1s
Rendered 1990/3673, time remaining: 1m 1s
Rendered 1991/3673, time remaining: 1m 2s
Rendered 1992/3673, time remaining: 1m 2s
Rendered 1993/3673, time remaining: 1m 2s
Rendered 1994/3673, time remaining: 1m 2s
Rendered 1995/3673, time remaining: 1m 1s
Rendered 1996/3673, time remaining: 1m 1s
Rendered 1997/3673, time remaining: 1m 1s
Rendered 1998/3673, time remaining: 1m 1s
Rendered 1999/3673, time remaining: 1m 2s
Rendered 2000/3673, time remaining: 1m 2s
Rendered 2001/3673, time remaining: 1m 1s
Rendered 2002/3673, time remaining: 1m 1s
Rendered 2003/3673, time remaining: 1m 1s
Rendered 2004/3673, time remaining: 1m 0s
Rendered 2005/3673, time remaining: 1m 0s
Rendered 2006/3673, time remaining: 1m 1s
Rendered 2007/3673, time remaining: 1m 2s
Rendered 2008/3673, time remaining: 1m 2s
Rendered 2009/3673, time remaining: 1m 0s
Rendered 2010/3673, time remaining: 1m 0s
Rendered 2011/3673, time remaining: 1m 0s
Rendered 2012/3673, time remaining: 59s
Rendered 2013/3673, time remaining: 1m 0s
Rendered 2014/3673, time remaining: 1m 1s
Rendered 2015/3673, time remaining: 1m 1s
Rendered 2016/3673, time remaining: 1m 0s
Rendered 2017/3673, time remaining: 1m 0s
Rendered 2018/3673, time remaining: 59s
Rendered 2019/3673, time remaining: 59s
Rendered 2020/3673, time remaining: 59s
Rendered 2021/3673, time remaining: 1m 0s
Rendered 2022/3673, time remaining: 1m 0s
Rendered 2023/3673, time remaining: 1m 1s
Rendered 2024/3673, time remaining: 1m 0s
Rendered 2025/3673, time remaining: 1m 0s
Rendered 2026/3673, time remaining: 59s
Rendered 2027/3673, time remaining: 59s
Rendered 2028/3673, time remaining: 59s
Rendered 2029/3673, time remaining: 1m 0s
Rendered 2030/3673, time remaining: 59s
Rendered 2031/3673, time remaining: 1m 0s
Rendered 2032/3673, time remaining: 1m 0s
Rendered 2033/3673, time remaining: 59s
Rendered 2034/3673, time remaining: 59s
Rendered 2035/3673, time remaining: 58s
Rendered 2036/3673, time remaining: 58s
Rendered 2037/3673, time remaining: 58s
Rendered 2038/3673, time remaining: 58s
Rendered 2039/3673, time remaining: 1m 0s
Rendered 2040/3673, time remaining: 1m 0s
Rendered 2041/3673, time remaining: 59s
Rendered 2042/3673, time remaining: 59s
Rendered 2043/3673, time remaining: 59s
Rendered 2044/3673, time remaining: 58s
Rendered 2045/3673, time remaining: 58s
Rendered 2046/3673, time remaining: 58s
Rendered 2047/3673, time remaining: 58s
Rendered 2048/3673, time remaining: 59s
Rendered 2049/3673, time remaining: 59s
Rendered 2050/3673, time remaining: 59s
Rendered 2051/3673, time remaining: 58s
Rendered 2052/3673, time remaining: 57s
Rendered 2053/3673, time remaining: 58s
Rendered 2054/3673, time remaining: 57s
Rendered 2055/3673, time remaining: 58s
Rendered 2056/3673, time remaining: 58s
Rendered 2057/3673, time remaining: 58s
Rendered 2058/3673, time remaining: 58s
Rendered 2059/3673, time remaining: 58s
Rendered 2060/3673, time remaining: 59s
Rendered 2061/3673, time remaining: 58s
Rendered 2062/3673, time remaining: 57s
Rendered 2063/3673, time remaining: 57s
Rendered 2064/3673, time remaining: 57s
Rendered 2065/3673, time remaining: 58s
Rendered 2066/3673, time remaining: 58s
Rendered 2067/3673, time remaining: 58s
Rendered 2068/3673, time remaining: 58s
Rendered 2069/3673, time remaining: 58s
Rendered 2070/3673, time remaining: 56s
Rendered 2071/3673, time remaining: 57s
Rendered 2072/3673, time remaining: 57s
Rendered 2073/3673, time remaining: 57s
Rendered 2074/3673, time remaining: 57s
Rendered 2075/3673, time remaining: 57s
Rendered 2076/3673, time remaining: 57s
Rendered 2077/3673, time remaining: 57s
Rendered 2078/3673, time remaining: 56s
Rendered 2079/3673, time remaining: 57s
Rendered 2080/3673, time remaining: 58s
Rendered 2081/3673, time remaining: 57s
Rendered 2082/3673, time remaining: 57s
Rendered 2083/3673, time remaining: 56s
Rendered 2084/3673, time remaining: 57s
Rendered 2085/3673, time remaining: 56s
Rendered 2086/3673, time remaining: 56s
Rendered 2087/3673, time remaining: 57s
Rendered 2088/3673, time remaining: 58s
Rendered 2089/3673, time remaining: 56s
Rendered 2090/3673, time remaining: 56s
Rendered 2091/3673, time remaining: 57s
Rendered 2092/3673, time remaining: 57s
Rendered 2093/3673, time remaining: 56s
Rendered 2094/3673, time remaining: 56s
Rendered 2095/3673, time remaining: 56s
Rendered 2096/3673, time remaining: 56s
Rendered 2097/3673, time remaining: 56s
Rendered 2098/3673, time remaining: 56s
Rendered 2099/3673, time remaining: 56s
Rendered 2100/3673, time remaining: 57s
Rendered 2101/3673, time remaining: 57s
Rendered 2102/3673, time remaining: 57s
Rendered 2103/3673, time remaining: 56s
Rendered 2104/3673, time remaining: 57s
Rendered 2105/3673, time remaining: 57s
Rendered 2106/3673, time remaining: 57s
Rendered 2107/3673, time remaining: 56s
Rendered 2108/3673, time remaining: 56s
Rendered 2109/3673, time remaining: 57s
Rendered 2110/3673, time remaining: 55s
Rendered 2111/3673, time remaining: 56s
Rendered 2112/3673, time remaining: 56s
Rendered 2113/3673, time remaining: 56s
Rendered 2114/3673, time remaining: 57s
Rendered 2115/3673, time remaining: 56s
Rendered 2116/3673, time remaining: 57s
Rendered 2117/3673, time remaining: 57s
Rendered 2118/3673, time remaining: 56s
Rendered 2119/3673, time remaining: 56s
Rendered 2120/3673, time remaining: 56s
Rendered 2121/3673, time remaining: 57s
Rendered 2122/3673, time remaining: 57s
Rendered 2123/3673, time remaining: 57s
Rendered 2124/3673, time remaining: 56s
Rendered 2125/3673, time remaining: 56s
Rendered 2126/3673, time remaining: 56s
Rendered 2127/3673, time remaining: 56s
Rendered 2128/3673, time remaining: 57s
Rendered 2129/3673, time remaining: 57s
Rendered 2130/3673, time remaining: 58s
Rendered 2131/3673, time remaining: 57s
Rendered 2132/3673, time remaining: 57s
Rendered 2133/3673, time remaining: 57s
Rendered 2134/3673, time remaining: 56s
Rendered 2135/3673, time remaining: 55s
Rendered 2136/3673, time remaining: 58s
Rendered 2137/3673, time remaining: 57s
Rendered 2138/3673, time remaining: 57s
Rendered 2139/3673, time remaining: 57s
Rendered 2140/3673, time remaining: 57s
Rendered 2141/3673, time remaining: 56s
Rendered 2142/3673, time remaining: 57s
Rendered 2143/3673, time remaining: 57s
Rendered 2144/3673, time remaining: 58s
Rendered 2145/3673, time remaining: 58s
Rendered 2146/3673, time remaining: 58s
Rendered 2147/3673, time remaining: 59s
Rendered 2148/3673, time remaining: 59s
Rendered 2149/3673, time remaining: 57s
Rendered 2150/3673, time remaining: 57s
Rendered 2151/3673, time remaining: 59s
Rendered 2152/3673, time remaining: 58s
Rendered 2153/3673, time remaining: 59s
Rendered 2154/3673, time remaining: 59s
Rendered 2155/3673, time remaining: 59s
Rendered 2156/3673, time remaining: 58s
Rendered 2157/3673, time remaining: 58s
Rendered 2158/3673, time remaining: 58s
Rendered 2159/3673, time remaining: 58s
Rendered 2160/3673, time remaining: 58s
Rendered 2161/3673, time remaining: 1m 1s
Rendered 2162/3673, time remaining: 1m 1s
Rendered 2163/3673, time remaining: 1m 0s
Rendered 2164/3673, time remaining: 1m 0s
Rendered 2165/3673, time remaining: 1m 1s
Rendered 2166/3673, time remaining: 1m 2s
Rendered 2167/3673, time remaining: 1m 2s
Rendered 2168/3673, time remaining: 1m 2s
Rendered 2169/3673, time remaining: 1m 4s
Rendered 2170/3673, time remaining: 1m 3s
Rendered 2171/3673, time remaining: 1m 2s
Rendered 2172/3673, time remaining: 1m 3s
Rendered 2173/3673, time remaining: 1m 4s
Rendered 2174/3673, time remaining: 1m 4s
Rendered 2175/3673, time remaining: 1m 3s
Rendered 2176/3673, time remaining: 1m 3s
Rendered 2177/3673, time remaining: 1m 3s
Rendered 2178/3673, time remaining: 1m 4s
Rendered 2179/3673, time remaining: 1m 3s
Rendered 2180/3673, time remaining: 1m 3s
Rendered 2181/3673, time remaining: 1m 6s
Rendered 2182/3673, time remaining: 1m 6s
Rendered 2183/3673, time remaining: 1m 6s
Rendered 2184/3673, time remaining: 1m 6s
Rendered 2185/3673, time remaining: 1m 6s
Rendered 2186/3673, time remaining: 1m 6s
Rendered 2187/3673, time remaining: 1m 6s
Rendered 2188/3673, time remaining: 1m 6s
Rendered 2189/3673, time remaining: 1m 8s
Rendered 2190/3673, time remaining: 1m 8s
Rendered 2191/3673, time remaining: 1m 8s
Rendered 2192/3673, time remaining: 1m 8s
Rendered 2193/3673, time remaining: 1m 9s
